age,education,employment,income
35.8255428388063,10.5138262404393,1.06161494426032,17110.989010989
35.935740351386,10.6926184199337,1.34388326226013,18533.8437638704
37.0846747579935,11.0022435800261,1.1538330119835,19545.9579469766
31.1042535446205,14.2646536412078,1.60255941499086,40784.4907407407
35.9907938424389,10.097772949484,0.628752642706131,17496.5260545906
36.8064896320577,10.8509654439793,1.29552388097024,19416.4101733355
37.6999196936888,11.3918970087088,1.27235530284112,21607.3396125822
38.4371508379888,10.8089444261756,1.12012728719173,17243.7482438887
36.6235246837853,10.8683031097014,0.801264322402213,19109.2517791883
42.5951519536903,11.1526988636364,0.858224780369585,23200.9554140127
37.2893810581036,11.0627383015598,1.39163143942108,21591.5322004855
33.3996978281398,10.709308966305,1.19618648738014,18032.0940475419
35.2092405428819,10.7892048868416,1.30630128256194,20005.675121142
33.0575539568345,10.0622950819672,1.09362808842653,12013.3426966292
38.079510137635,11.1558768438305,0.818049207429738,19188.8419273035
35.6271255060729,10.8568376068376,0.622198275862069,17908.2751744766
35.5563599653879,10.3678429777281,1.00760702435866,16687.4154872442
35.7803227485685,11.6966327166909,1.3528971028971,27246.4452802495
41.863922877271,10.991006183249,0.517680339462518,16636.4857603439
36.6525019857029,10.9142857142857,0.697684483877949,17075.8191516383
40.3932396251673,11.0979978925184,1.19287576020851,23229.7169811321
36.9030291721092,10.395148946191,1.14802369793969,16962.9184390605
35.9590593883357,10.7895239611527,1.0375321967374,18803.3289226269
37.6724985110185,11.1478881762072,0.715974377600211,20752.2765798084
39.3896028037383,11.3274895525431,1.37905925677938,24081.3193429087
39.591126905881,11.0406571884521,0.732524621667067,19621.5270487788
32.4621497998857,10.5340563991323,1.03621763356277,18575.7337010045
38.0051641745028,10.7246247205366,1.19462773419234,20478.2549308856
36.5604885921332,10.3563767713254,1.2218587814558,15795.29434641
37.2509084302326,10.0676268002505,1.27501244400199,15759.7456455626
35.7291699856619,10.9682294757666,1.16178649100136,21774.500275375
36.0141610039185,10.9630563611146,0.781658072724838,17906.2094968776
38.9387259998614,10.6556517775752,1.19710882807528,18673.9531720587
36.4266331658291,10.6455532574974,1.24565782101564,18521.6210097351
40.4408791026404,11.5316584374092,1.19184385909235,22530.2930243967
38.6922134954818,11.0698627019647,1.13279643591501,19922.9655289909
39.1283330136198,11.5471226740179,0.82218000140736,21453.4375386646
38.1834727793696,10.4235824692595,1.21750317760486,17980.0882021354
32.6955542103847,10.7384419713831,1.18905397968883,18932.8039617486
37.8710677204401,10.9188154199643,0.801495016611296,19429.8861709857
35.3654103692367,11.2809353686262,1.48699763593381,21260.2777021508
36.0562513613592,11.2648648648649,0.77747123098704,21601.5027322404
35.7180565556065,11.132182112528,1.27603669891448,22683.8712827775
36.0060557839367,11.0177784770296,1.24686578171091,19842.4276725372
36.6461743955065,11.1179114799447,0.751520737327189,20650.4303492133
34.7418987341772,11.287824529991,0.697890597068287,16769.9836867863
35.4204837079089,11.3751373626374,1.10316085732843,20541.5576694412
37.6344146458969,10.4512503512223,1.02258635961027,17320.3974503187
34.5685385805881,11.0653341288783,1.06807181889149,17708.5974321469
40.8307036247335,9.95880398671096,0.824158204168894,17294.8560930802
36.4187943756091,12.3778590129921,1.36908675975709,26424.4551384028
44.7291384317522,12.236591214833,0.759284929018689,20415.1193633952
37.0017024174328,10.4945896209054,1.13464553213726,18934.8724798067
34.8043624386637,10.7417914051183,1.1714232069095,19110.3375292414
34.9237715690847,10.6482231562858,0.549748072603654,15626.5742629987
37.0926108374384,11.1991438084668,0.672393442622951,18656.7096285065
35.9593483400144,11.7688041855388,1.39213302912254,25698.0484410378
34.1960780536667,11.2466514676546,1.23953935766579,21804.0163934426
35.1033141375234,11.4602993817117,0.827222540492683,20502.2270297786
38.7389558232932,11.3603522053983,0.698682108626198,19674.4345307975
35.187882615878,11.2181850096542,1.28909266409266,24476.0135936142
34.2175763501467,11.7892464678179,1.43675795472534,22943.9989307672
36.4070851589592,11.2028557185586,1.24174768256839,21145.3504351809
38.7346308925283,11.8193866842862,0.931126482213439,23067.118413083
35.1534022781775,11.303168025665,1.26224465106633,24849.6471248697
34.8855656697009,10.6247256766642,0.975191966922623,15079.2647903504
38.0841408268734,11.8198433420366,0.829667960327727,20073.8981261547
35.5812010954617,11.0974435478402,1.20533736697099,23242.6280393171
36.7316333952962,11.2333693158818,0.697626080297561,19158.9998091239
35.6591617596121,10.4760409497591,1.24357660243269,19499.4285931964
33.9370442391833,11.0718242077545,1.22365683953805,19334.3558282209
39.065540028166,10.8585616438356,0.641581259150805,16116.4383561644
33.7394009627384,10.9455294368298,1.14040144646507,18509.6901737101
35.3058637494815,10.7427691175794,0.98262299771167,19142.640674912
36.1308727452562,11.3673576950105,0.765829577162481,19448.7626498852
